codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,orig_latitude,orig_longitude,dest_latitude,dest_longitude
14218,48053,PTWDI,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SBCG,SSKG,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,-20.471576849999998,-54.68224625125994,-20.50501865,-54.52355148398721
14226,53196,PRFLM,2091,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,2.0,1905.0,6.0,1972.0,BRASIL,PRI,INSTRUÇÃO,SBFL,SBFL,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-27.670113450000002,-48.54468648648172,-27.670113450000002,-48.54468648648172
14350,51449,PTWHT,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SWWB,SWSI,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
14399,51033,PTWPZ,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1994.0,BRASIL,TPP,PARTICULAR,SNDH,SNTY,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,25.5,69.0,32.8632367,51.5337438
14519,53324,PTBHC,3992,AVIÃO,CESSNA AIRCRAFT,172A,PISTÃO,1.0,998.0,4.0,1961.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
14524,53333,PPTZV,870,AVIÃO,AMERICAN CHAMPION,8KCAB,PISTÃO,1.0,816.0,2.0,1997.0,BRASIL,PIN,INSTRUÇÃO,SBBU,SDPW,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-22.3449869,-49.0537342,-22.7117218,-47.61808337262139
14631,48656,PRDTX,384,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1497.0,1.0,1976.0,BRASIL,SAE-AG,AGRÍCOLA,SWLC,SWLC,ESPECIALIZADA,AGRÍCOLA,NENHUM,,2016-07-30,-17.834426,-50.9559705443272,-17.834426,-50.9559705443272
14637,48662,PTEFI,5012,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633.0,7.0,1976.0,BRASIL,TPX,TÁXI AÉREO,SIAJ,SBPS,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,49.154492,5.8832517,-16.4389835,-39.08336724314525
14660,48772,PTRXY,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315.0,4.0,1985.0,BRASIL,TPP,PARTICULAR,SNAX,SBML,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.6387613,-50.453207187436064,-22.1968134,-49.92775661232895
14663,48795,PRAPH,2440,AVIÃO,PIPER AIRCRAFT,PA-32-300,PISTÃO,1.0,1542.0,7.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SBBE,SISO,NAVEGAÇÃO A BAIXA ALTURA,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-1.3798578,-48.47964610194296,35.0043515,134.5495517
14666,48799,PTISH,3992,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,2.0,1905.0,7.0,1973.0,BRASIL,TPP,PARTICULAR,SWFN,SWBR,POUSO,PRIVADA,LEVE,,2016-07-30,-3.0728082,-60.021215104009556,31.712078,35.206313
14687,48881,PRWIL,3992,AVIÃO,CIRRUS DESIGN,SR20,PISTÃO,1.0,1361.0,4.0,2006.0,BRASIL,TPP,PARTICULAR,SBBU,SDRS,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.3449869,-49.0537342,53.95770265,-2.011446573671712
14688,48883,PRBAP,4128,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724.0,6.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SWNF,SWEN,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,,,35.2467032,136.9243348
14734,49113,PRRGM,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134.0,4.0,2009.0,BRASIL,TPP,PARTICULAR,SBPR,SJLY,DECOLAGEM,PRIVADA,NENHUM,,2016-07-30,-19.90912355,-43.98920499954244,-20.047222499999997,-43.96234872295648
14736,49116,PROKK,3992,AVIÃO,RAYTHEON AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1975.0,BRASIL,TPP,PARTICULAR,SBEG,SWYN,DECOLAGEM,PRIVADA,DESTRUÍDA,6.0,2016-07-30,-3.03553825,-60.04575303314657,37.9517624,47.7006232
14742,49122,PTOCO,181,AVIÃO,PIPER AIRCRAFT,PA-28R-201,PISTÃO,1.0,1247.0,4.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SIXE,SBPK,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-30.0517395,-51.44186643204198,-31.71980575,-52.32925064938313
14746,49152,PTDPU,1395,AVIÃO,PIPER AIRCRAFT,PA-28-140,PISTÃO,1.0,975.0,4.0,1970.0,BRASIL,PRI,INSTRUÇÃO,SDUN,SBJF,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-21.219961,-41.87582988333334,-21.79045265,-43.38596242179426
14756,49233,PTLKG,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1982.0,BRASIL,TPP,PARTICULAR,SBJD,SSBT,DECOLAGEM,PRIVADA,DESTRUÍDA,4.0,2016-07-30,-23.18119415,-46.942913735809945,,
14757,49237,PTRHI,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315.0,4.0,1980.0,BRASIL,TPP,PARTICULAR,SNZU,SNEB,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-2.8559937,-48.2303227,-3.0196953,-47.31855874706244
14783,52947,PTJCC,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1973.0,BRASIL,TPP,PARTICULAR,SBRJ,SBPR,DESCIDA,PRIVADA,DESTRUÍDA,,2016-07-30,-22.91044995,-43.16419567816759,-19.90912355,-43.98920499954244
14816,49454,PRIVE,3992,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,TURBOEIXO,1.0,1715.0,5.0,2007.0,BRASIL,TPP,PARTICULAR,SBMT,SBMT,DESCIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
14817,49472,PRDUH,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134.0,4.0,2011.0,BRASIL,TPP,PARTICULAR,SDEN,SDEN,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-27.1663698,-48.6215934,-27.1663698,-48.6215934
14823,49493,PPJLS,3992,AVIÃO,HAWKER BEECHCRAFT,G58,PISTÃO,2.0,2495.0,6.0,2007.0,BRASIL,TPP,PARTICULAR,SBRP,SDJO,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-21.13330235,-47.77468310119474,-20.59486175,-47.8386869512079
14826,49513,PTCQR,3992,AVIÃO,CESSNA AIRCRAFT,172G,PISTÃO,1.0,1043.0,4.0,1966.0,BRASIL,TPP,PARTICULAR,SNKN,SNJO,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,-6.2785883,-36.5373904,-7.09167545,-34.84188377695729
14899,49651,PRJBA,220,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1979.0,BRASIL,PRI,INSTRUÇÃO,SDMC,SDMC,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,1.0,2016-07-30,3.0798936,101.5929408,3.0798936,101.5929408
14954,49792,PTHTU,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1452.0,5.0,1974.0,BRASIL,TPP,PARTICULAR,SDEY,SDEY,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,12.9520267,103.2232224,12.9520267,103.2232224
14959,49814,PPEPA,4604,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1987.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBBH,SNKF,CORRIDA APÓS POUSO,PRIVADA,LEVE,,2016-07-30,-19.8491253,-43.9645521,,
14971,49876,PTOVB,19,AVIÃO,PIPER AIRCRAFT,PA-31T1,TURBOÉLICE,2.0,3946.0,6.0,1981.0,BRASIL,TPX,TÁXI AÉREO,SIAQ,SWYP,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-15.5062624,-56.098346,28.83826875,30.854476821535407
14973,49880,PTYSS,2496,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250.0,6.0,1997.0,BRASIL,M14,MÚLTIPLA,SNBX,SNBX,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-11.0814132,-43.14797758216751,-11.0814132,-43.14797758216751
15012,50091,PTNKO,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1977.0,BRASIL,TPP,PARTICULAR,SSIE,SSZF,DESCIDA,PRIVADA,SUBSTANCIAL,5.0,2016-07-30,-20.607422800000002,-54.59711097081455,,
15028,50132,PREAG,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2007.0,BRASIL,TPP,PARTICULAR,SDTK,SBMT,SUBIDA,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-23.22391245,-44.72263250120766,-23.50990145,-46.63844142922537
15042,50239,PTOAT,3992,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,1.0,1542.0,6.0,1980.0,BRASIL,TPP,PARTICULAR,SJFR,SWJN,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-11.41979945,-58.70898540544404
15046,50248,PTKGT,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338.0,4.0,1974.0,BRASIL,TPP,PARTICULAR,SWKF,SDTI,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-21.39208585,-51.60000001371627
15048,50252,PTGPJ,95,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,1.0,1800.0,1.0,1976.0,BRASIL,SAE-AG,AGRÍCOLA,SSRZ,SSRZ,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-30.276300900000003,-54.92290230345189,-30.276300900000003,-54.92290230345189
15050,52552,PRAXK,930,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,2.0,52290.0,125.0,2012.0,BRASIL,TPR,REGULAR,SBCF,SBPS,POUSO,REGULAR,NENHUM,,2016-07-30,-19.63339785,-43.96836942393943,-16.4389835,-39.08336724314525
15062,50313,PTRDP,4368,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1980.0,BRASIL,TPX,TÁXI AÉREO,SBJI,SSKW,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-10.87032235,-61.84701962387052,-11.4964046,-61.44992918812463
15064,50315,PPGNQ,237,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844.0,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSAQ,SBPF,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-28.24780165,-52.51872412043963,-28.2435244,-52.32669864043906
15065,50317,PRUBJ,3992,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1497.0,1.0,1976.0,BRASIL,SAE-AG,AGRÍCOLA,SDVI,SDVI,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
15069,50321,PRYCJ,822,HELICÓPTERO,MD HELICOPTERS,600N,TURBOEIXO,1.0,1860.0,7.0,2007.0,BRASIL,TPX,TÁXI AÉREO,SIJZ,SNMD,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,,2016-07-30,,,,
15078,50337,PRMXM,3992,HELICÓPTERO,ROBINSON HELICOPTER,R66,TURBOEIXO,1.0,1225.0,5.0,2012.0,BRASIL,TPP,PARTICULAR,SBJR,SIWS,CRUZEIRO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-22.98641695,-43.371449464398225,19.025744099999997,72.85189414608433
15084,50346,PTRPS,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315.0,4.0,1983.0,BRASIL,TPP,PARTICULAR,SWPZ,SIQE,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,27.1463025,57.0788854,-15.9372737,-47.72883008917417
15141,50515,PRVLB,1255,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268.0,6.0,1976.0,BRASIL,TPX,TÁXI AÉREO,SBBW,SWRD,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-15.8606725,-52.39006674230171,31.9373579,35.2008652
15169,53326,PTNTH,279,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1158.0,4.0,1979.0,BRASIL,PRI,INSTRUÇÃO,SBSJ,SBGW,PROCEDIMENTO DE APROXIMAÇÃO IFR,INSTRUÇÃO,LEVE,,2016-07-30,-23.2286857,-45.86031987273927,-22.791205050000002,-45.20482610775648
15208,50791,PPABW,4726,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,2005.0,BRASIL,PRI,INSTRUÇÃO,SSAX,SSAX,MANOBRA,INSTRUÇÃO,DESTRUÍDA,,2016-07-30,-22.10043425,-41.78211252553345,-22.10043425,-41.78211252553345
15211,50797,PPDFW,121,AVIÃO,CESSNA AIRCRAFT,140,PISTÃO,1.0,658.0,2.0,1946.0,BRASIL,PRI,INSTRUÇÃO,SSKS,SSKS,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,2.0,2016-07-30,-30.0029775,-52.938157000275964,-30.0029775,-52.938157000275964
15213,50800,PTNQQ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,PISTÃO,1.0,1202.0,4.0,1979.0,BRASIL,TPP,PARTICULAR,SWLV,SWRD,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.84980135,-56.08614356248529,31.9373579,35.2008652
15217,50803,PRJTP,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2011.0,BRASIL,TPP,PARTICULAR,SWLR,SBBI,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,24.8456419,67.0015271,-25.4048327,-49.231650952179585
15221,50807,PRBRP,3992,AVIÃO,CESSNA AIRCRAFT,150L,PISTÃO,1.0,726.0,2.0,1973.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
15240,53487,PPAAM,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1950.0,6.0,2009.0,BRASIL,TPP,PARTICULAR,SNDH,SNKS,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,25.5,69.0,15.0333188,120.6903418
15403,52833,PPBCC,3992,AVIÃO,DIAMOND AIRCRAFT,DA 42 NG,PISTÃO,2.0,1900.0,4.0,2010.0,BRASIL,TPP,PARTICULAR,SDTB,SDAM,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.1283131,-46.5746844,-22.860043249999997,-47.10842181566554
15481,53499,PPBST,3992,AVIÃO,CESSNA AIRCRAFT,680,JATO,2.0,13744.0,11.0,2008.0,BRASIL,TPP,PARTICULAR,SBMT,SBJR,POUSO,PRIVADA,NENHUM,,2016-07-30,-23.50990145,-46.63844142922537,-22.98641695,-43.371449464398225
15724,51676,PPDSZ,3992,AVIÃO,CESSNA AIRCRAFT,170,PISTÃO,1.0,998.0,4.0,0.0,BRASIL,TPP,PARTICULAR,SBFZ,SNWZ,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,14.82032195,120.28210751866635,,
15830,53488,PPELA,6018,HELICÓPTERO,BELL HELICOPTER,206L-3,TURBOEIXO,1.0,1882.0,7.0,1991.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBMO,SBMO,ARREMETIDA NO AR,POLICIAL,DESTRUÍDA,4.0,2016-07-30,-9.51084465,-35.7925282592017,-9.51084465,-35.7925282592017
15915,51671,PPFAZ,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1987.0,BRASIL,PRI,INSTRUÇÃO,SSNG,SSNG,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-29.7198571,-51.48996746113958,-29.7198571,-51.48996746113958
16059,52693,PPGAF,317,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SSBN,SSAU,NAVEGAÇÃO A BAIXA ALTURA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-30.189228200000002,-51.18373455857473,53.20093355,50.108455903301035
16077,51752,PPGCL,242,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844.0,2.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SDBB,SDBB,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,32.9387497,-117.232539,32.9387497,-117.232539
16152,52698,PPGPM,251,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SBLJ,SSZW,SUBIDA,INSTRUÇÃO,NENHUM,,2016-07-30,-27.783411,-50.28044200776915,,
16165,53571,PPGSE,155,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844.0,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSGA,SSGA,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-29.26699795,-51.53408989383556,-29.26699795,-51.53408989383556
16183,51002,PPGUJ,137,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587.0,2.0,1946.0,BRASIL,PRI,INSTRUÇÃO,SJRG,SJRG,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-32.0824308,-52.16620090786992,-32.0824308,-52.16620090786992
16188,52631,PPGVN,204,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660.0,2.0,1961.0,BRASIL,PRI,INSTRUÇÃO,SBMG,SDIO,PARTIDA DO MOTOR,INSTRUÇÃO,NENHUM,,2016-07-30,-23.4761138,-52.014684538049366,-21.601107149999997,-48.83251981307818
16223,50993,PPHJA,237,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587.0,2.0,1948.0,BRASIL,PRI,INSTRUÇÃO,SSAQ,SSAQ,MANOBRA,INSTRUÇÃO,NENHUM,,2016-07-30,-28.24780165,-52.51872412043963,-28.24780165,-52.51872412043963
16243,60625,PPHLH,204,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660.0,2.0,1961.0,BRASIL,PRI,INSTRUÇÃO,SDIO,SDIO,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-21.601107149999997,-48.83251981307818,-21.601107149999997,-48.83251981307818
16277,52636,PPHSY,290,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844.0,2.0,1987.0,BRASIL,PRI,INSTRUÇÃO,SDTF,SDTF,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.3324175,-47.87807249084408,-23.3324175,-47.87807249084408
16440,52652,PPJRL,1928,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,2012.0,BRASIL,PRI,INSTRUÇÃO,SISY,SISY,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,9.974662,76.2981637,9.974662,76.2981637
16482,53232,PPKDZ,870,AVIÃO,AMERICAN CHAMPION,8KCAB,PISTÃO,1.0,816.0,2.0,1997.0,BRASIL,PRI,INSTRUÇÃO,SDET,SDET,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.105061550000002,-47.723698752810506,-23.105061550000002,-47.723698752810506
16548,53195,PPLLS,3992,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,TURBOEIXO,2.0,4920.0,10.0,2010.0,BRASIL,TPP,PARTICULAR,SIAV,SIAV,CRUZEIRO,PRIVADA,DESTRUÍDA,5.0,2016-07-30,-33.0981726,-55.1360133,-33.0981726,-55.1360133
16818,52991,PPOLE,3992,AVIÃO,RAYTHEON AIRCRAFT,58,PISTÃO,2.0,2495.0,6.0,2006.0,BRASIL,TPP,PARTICULAR,SBPA,SBPF,TÁXI,PRIVADA,SUBSTANCIAL,,2016-07-30,-29.995268449999998,-51.16639779619565,-28.2435244,-52.32669864043906
16860,51534,PPPIM,3992,AVIÃO,CESSNA AIRCRAFT,525,JATO,2.0,4808.0,0.0,2005.0,BRASIL,TPP,PARTICULAR,SBGO,SWEF,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.634240650000002,-49.2155620047253,44.3408576,-88.2003137
17058,50992,PPSSP,6021,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,2013.0,BRASIL,PRI,INSTRUÇÃO,SDQM,SDQM,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,2.0,2016-07-30,,,,
17408,53258,PPXGQ,3992,AVIÃO,,AC-12,PISTÃO,1.0,760.0,2.0,2005.0,BRASIL,PET,EXPERIMENTAL,SSNG,SSNG,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-29.7198571,-51.48996746113958,-29.7198571,-51.48996746113958
17501,53519,PPXKK,3992,AVIÃO,,SEDAN,PISTÃO,1.0,930.0,4.0,2004.0,BRASIL,PET,EXPERIMENTAL,SBGW,SBGW,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.791205050000002,-45.20482610775648,-22.791205050000002,-45.20482610775648
17952,53260,PPZJG,3992,AVIÃO,ROBERTO VENICIO LIMA DANTAS,RV-10,PISTÃO,1.0,1224.0,4.0,2010.0,BRASIL,PET,EXPERIMENTAL,SIVU,SIQE,SUBIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-20.42315065,-40.33144361703479,-15.9372737,-47.72883008917417
18211,52872,PRACH,3992,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315.0,1.0,1965.0,BRASIL,TPP,PARTICULAR,SNHE,SNHE,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
18267,52265,PRAFA,3992,AVIÃO,CESSNA AIRCRAFT,560XLS+,JATO,2.0,9163.0,14.0,2010.0,BRASIL,TPP,PARTICULAR,SBRJ,SBST,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7.0,2016-07-30,-22.91044995,-43.16419567816759,-23.927522099999997,-46.30078214593793
18491,60609,PRARK,3992,AVIÃO,BEECH AIRCRAFT,G58,PISTÃO,2.0,2495.0,6.0,2005.0,BRASIL,TPP,PARTICULAR,SBUR,SWGN,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-7.2280456,-48.24099228052751
18525,53270,PRATN,3992,AVIÃO,CESSNA AIRCRAFT,172RG,PISTÃO,1.0,1202.0,4.0,1981.0,BRASIL,TPP,PARTICULAR,SWPY,SBBR,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,-15.562828549999999,-54.32992724718632,-15.87174755,-47.91172169662855
18559,53307,PRAVG,3992,AVIÃO,HAWKER BEECHCRAFT,C90GTI,TURBOÉLICE,2.0,4581.0,8.0,2008.0,BRASIL,TPP,PARTICULAR,SBBH,SSOQ,DECOLAGEM,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-19.8491253,-43.9645521,,
18686,52834,PRBGR,1008,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,2.0,11000.0,0.0,2013.0,BRASIL,TPX,TÁXI AÉREO,SBFS,9PPF,PAIRADO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-22.030527550000002,-41.068523549999995,,
18969,53197,PRCRL,160,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1978.0,BRASIL,PRI,INSTRUÇÃO,SBBP,SDAA,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,52.161599,4.4966571,,
18986,51054,PRCTM,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1969.0,6.0,2007.0,BRASIL,TPP,PARTICULAR,SBFI,SBMG,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,,2016-07-30,-25.5930616,-54.49060873125,-23.4761138,-52.014684538049366
19119,53546,PRDMT,3992,AVIÃO,CESSNA AIRCRAFT,150H,PISTÃO,1.0,726.0,2.0,1968.0,BRASIL,TPP,PARTICULAR,SDWC,SDWC,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-16.4655552,-54.7119446,-16.4655552,-54.7119446
19172,53357,PRDVR,3992,AVIÃO,CESSNA AIRCRAFT,T210N,PISTÃO,1.0,1814.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SIAW,SBJC,CORRIDA APÓS POUSO,PRIVADA,LEVE,,2016-07-30,35.540929,43.671381,-1.4158724999999999,-48.45973894946931
19214,53471,PRECK,5582,AVIÃO,CESSNA AIRCRAFT,172N,PISTÃO,1.0,1043.0,4.0,1976.0,BRASIL,PRI,INSTRUÇÃO,SBPR,SBPR,TÁXI,INSTRUÇÃO,LEVE,,2016-07-30,-19.90912355,-43.98920499954244,-19.90912355,-43.98920499954244
19231,51031,PREDW,3992,AVIÃO,BEECH AIRCRAFT,200,TURBOÉLICE,2.0,5670.0,10.0,1980.0,BRASIL,TPP,PARTICULAR,SBCJ,SBPJ,DESCIDA,PRIVADA,NENHUM,,2016-07-30,-6.11655575,-49.99774268663904,-10.2918921,-48.3591818921385
19292,53574,PREJV,6010,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1980.0,BRASIL,PRI,INSTRUÇÃO,SBJD,SBJD,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.18119415,-46.942913735809945,-23.18119415,-46.942913735809945
19332,53359,PRENM,3992,AVIÃO,CESSNA AIRCRAFT,T182T,PISTÃO,1.0,1406.0,4.0,2006.0,BRASIL,TPP,PARTICULAR,SBJD,SBJD,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.18119415,-46.942913735809945,-23.18119415,-46.942913735809945
